name,platform,price,discount,normal,rating,total
"The Witcher 3: Wild Hunt – Blood and Wine",PS4,$9.99,50,$19.99,4.89,5554
"Time Carnage",PS4,$9.99,50,$19.99,4.5,26
"Titan Quest",PS4,$8.99,70,$29.99,4.35,98
"Tomb Raider: Underworld™",PS3,$2.24,85,$14.99,4.34,3811
"Trove - Geode Companion Pack 2",PS4,$9.99,50,$19.99,,
"True Fear: Forsaken Souls - Part 1",PS4,$2.99,70,$9.99,4.52,31
"Tyr: Chains of Valhalla",PS4,$3.29,70,$10.99,2.33,3
"Under Night In-Birth Exe:Late[st]",PS4,$19.99,60,$49.99,4.84,58
"Utawarerumono: Mask of Deception","PS Vita",$14.99,50,$29.99,,
"Weaponized Vehicle Pack",PS4,$1.19,70,$3.99,4.43,1055
"Wolfenstein: The Old Blood",PS4,$9.99,50,$19.99,4.61,6764
"Wolfenstein®: The Two-Pack",PS4,$14.99,50,$29.99,4.6,45
"Yomawari: Midnight Shadows","PS Vita",$13.99,30,$19.99,,
"Ys VIII: Lacrimosa of DANA","PS Vita",$27.99,30,$39.99,5,1
"Yu-Gi-Oh! ARC-V: Shay vs Dennis",PS4,$1.99,60,$4.99,3.97,31
"Yu-Gi-Oh! ARC-V: Yugo’s Synchro Dimension",PS4,$1.99,60,$4.99,4.19,52
"Yu-Gi-Oh! ARC-V: Yuya vs Crow",PS4,$1.99,60,$4.99,4.3,27
"Yu-Gi-Oh! ARC-V Zuzu v. Julia",PS4,$1.99,60,$4.99,4.66,80
"Yu-Gi-Oh! Waking the Dragons: Joey’s Journey",PS4,$1.99,60,$4.99,4.78,49
"Zombie Army Trilogy",PS4,$9.99,80,$49.99,4.62,5971
2Dark,PS4,$5.99,80,$29.99,4.56,18
"A Bastard's Tale",PS4,$1.49,70,$4.99,3.54,91
"Absolute Drift: Zen Edition",PS4,$4.79,60,$11.99,4.42,306
"Accounting Plus (Accounting+)",PS4,$7.19,40,$11.99,4.38,104
"Adventures of Pip",PS4,$3.74,75,$14.99,4.3,323
"Aegis Defenders",PS4,$10.99,45,$19.99,4.5,12
AereA,PS4,$3.99,80,$19.99,1.33,15
"A Hat in Time",PS4,$17.99,40,$29.99,4.85,708
"Alchemic Jousts",PS4,$2.69,70,$8.99,2.88,8
Alienation™,PS4,$2.99,85,$19.99,4.65,3761
"Along Together",PS4,$7.49,50,$14.99,4.38,16
"Always Sometimes Monsters",PS4,$0.99,90,$9.99,4.29,34
"Amnesia: Memories","PS Vita",$2.99,70,$9.99,4.63,699
AQUAPAZZA,PS3,$9.99,50,$19.99,4.72,220
"Aqua TV",PS4,$2.99,70,$9.99,4.24,17
"ARCADE GAME SERIES: DIG DUG",PS4,$1.59,60,$3.99,4.41,461
Archangel™,PS4,$14.99,50,$29.99,4.27,232
"Arizona Sunshine",PS4,$11.99,70,$39.99,3.99,661
"ArmaGallant: Decks of Destiny",PS4,$4.99,75,$19.99,2.58,12
Armello™,PS4,$5.99,70,$19.99,4.51,1368
"ART OF FIGHTING ANTHOLOGY",PS4,$5.99,60,$14.99,4.54,71
"Assassin's Creed® Odyssey Deluxe Edition",PS4,$39.99,50,$79.99,5,6
"Assault Android Cactus",PS4,$5.99,60,$14.99,4.62,554
"Assetto Corsa Season Pass",PS4,$13.99,30,$19.99,4.07,240
Astebreed,PS4,$9.99,50,$19.99,4.62,626
ATOMINE,PS4,$4.99,50,$9.99,3.33,3
Attractio,PS4,$4.99,75,$19.99,3.96,26
"Bard's Gold","PS Vita",$1.24,75,$4.99,3.75,44
"Bard's Gold",PS4,$1.24,75,$4.99,3.64,132
"Battlefield 4™ Premium Edition",PS4,$11.99,80,$59.99,4.76,3331
"Beast Quest",PS4,$9.99,75,$39.99,2.55,11
"Beyond Eyes",PS4,$3.74,75,$14.99,3.98,348
"BEYOND: Two Souls™",PS4,$11.99,60,$29.99,4.64,7704
"Binary Domain",PS3,$9.99,50,$19.99,4.4,4593
"Blackwood Crossing",PS4,$9.59,40,$15.99,4.17,92
"Blood Bowl® 2",PS4,$4.99,75,$19.99,3.9,600
"Bomber Crew",PS4,$5.99,60,$14.99,4.4,10
"Brick Breaker",PS4,$1.99,80,$9.99,3.12,97
"Burly Men at Sea","PS Vita",$4.99,50,$9.99,4.25,12
"Burly Men at Sea Maestro Beard Edition",PS4,$7.49,50,$14.99,5,2
"Call of Duty®: Advanced Warfare Gold Edition",PS4,$20.99,65,$59.99,4.29,17126
"Call of Duty®: Advanced Warfare - Season Pass",PS4,$24.99,50,$49.99,4.31,13823
"Call of Duty®: Infinite Warfare - Digital Deluxe",PS4,$59.99,40,$99.99,4.55,5271
"Call of Duty®: Modern Warfare® 3 Ultimate Edition",PS3,$34.99,50,$69.99,4.32,53
"Cardboard Knight Uniform Bundle",PS4,$2.99,40,$4.99,4.5,113
"Carmageddon: Max Damage",PS4,$4.99,75,$19.99,4.21,224
"Carnival Games® VR: Alley Adventure",PS4,$3.99,50,$7.99,3.76,109
"Cars 3: Driven to Win",PS4,$9.99,75,$39.99,3.93,81
"Castlevania Harmony of Despair",PS3,$3.74,75,$14.99,4.77,310
"Castlevania: Lords of Shadow 2",PS3,$9.99,75,$39.99,4.74,882
Chameleon,PSP,$1.19,70,$3.99,2.07,14
"Chaos on Deponia",PS4,$5.99,70,$19.99,4.15,13
"Chicken Assassin: Reloaded",PS4,$4.79,40,$7.99,3.33,3
Claybook,PS4,$8.99,40,$14.99,4.71,7
"Code: Realize ~Bouquet of Rainbows~",PS4,$19.99,60,$49.99,4.58,12
"Commando Chicken Bundle",PS4,$2.99,40,$4.99,3.55,22
"Conception™II: Children of the Seven Stars","PS Vita",$9.99,50,$19.99,4.59,610
Crimsonland,PS4,$4.19,70,$13.99,4.28,1074
"Croixleur Sigma",PS4,$7.49,50,$14.99,4.51,455
"Crossing Souls",PS4,$7.49,50,$14.99,4.58,160
"Danganronpa 2: Goodbye Despair","PS Vita",$9.99,50,$19.99,4.93,562
"Danganronpa Another Episode: Ultra Despair Girls","PS Vita",$11.99,60,$29.99,4.83,260
"Danganronpa: Trigger Happy Havoc","PS Vita",$9.99,50,$19.99,4.9,1187
"Danganronpa V3: Killing Harmony","PS Vita",$23.99,40,$39.99,4.88,8
"Danganronpa V3: Killing Harmony",PS4,$35.99,40,$59.99,4.86,274
"DARIUSBURST Chronicle Saviours","PS Vita",$13.99,65,$39.99,4.65,89
"Darkest Dungeon®: The Crimson Court",PS4,$4.99,50,$9.99,4.86,43
"Darkest Dungeon®: The Shieldbreaker",PS4,$1.99,50,$3.99,4.78,23
"Darksiders: Fury's Collection - War and Death",PS4,$11.99,70,$39.99,4.74,505
"Dead Space™ Ultimate Edition",PS3,$4.99,80,$24.99,4.93,225
"Defiance 2050: Starter Class Pack",PS4,$9.99,50,$19.99,5,1
"Defiance 2050: Ultimate Class Pack",PS4,$24.99,50,$49.99,,
Defunct,PS4,$2.99,80,$14.99,4,4
Deiland,PS4,$5.99,60,$14.99,4.52,21
"Demetrios - The BIG Cynical Adventure","PS Vita",$2.99,70,$9.99,4.75,16
"Demetrios - The BIG Cynical Adventure",PS4,$2.99,70,$9.99,4.19,37
"Dengeki Bunko: Fighting Climax","PS Vita",$11.99,40,$19.99,4.79,216
"Deponia ",PS4,$4.99,75,$19.99,4.17,116
"Destroy All Humans! 2",PS4,$2.99,85,$19.99,4.75,503
"Detective Gallo",PS4,$9.74,35,$14.99,4.75,4
Detention®,PS4,$5.19,60,$12.99,4.76,54
"Deus Ex: Human Revolution™",PS3,$2.99,85,$19.99,4.58,3999
"Deus Ex: Mankind Divided ",PS4,$4.49,85,$29.99,4.27,7896
"Deus Ex: Mankind Divided - A Criminal Past",PS4,$2.99,75,$11.99,4.88,112
"Digimon Story: Cyber Sleuth – Hacker’s Memory","PS Vita",$27.99,30,$39.99,4.2,5
"Dino Dini's Kick Off Revival",PS4,$1.99,80,$9.99,2.36,14
"DiRT Rally",PS4,$7.99,80,$39.99,4.24,1220
"DiRT Rally® PLAYSTATION®VR UPGRADE DLC ADD-ON",PS4,$5.19,60,$12.99,4.1,266
"Dishonored 2",PS4,$13.19,67,$39.99,4.63,2610
"Dogfight 1942",PS3,$1.99,80,$9.99,4.33,255
"DRAGON BALL FIGHTERZ - Ultimate Edition",PS4,$65.99,40,$109.99,4.9,525
"DRAGON QUEST BUILDERS",PS4,$29.99,50,$59.99,4.69,842
"Dragon Quest Builders","PS Vita",$19.99,50,$39.99,4.37,363
"DRAGON QUEST HEROES: Digital Slime Edition",PS4,$21.49,50,$42.99,4.72,71
"DRAGON QUEST HEROES II™ Explorer's Edition",PS4,$29.99,50,$59.99,4.62,347
"Dragon Sinker","PS Vita",$8.99,40,$14.99,,
Dreamals,PS4,$0.99,80,$4.99,3.91,109
"Dreamals: Dream Quest",PS4,$1.99,80,$9.99,3.9,21
DreamBreak,PS4,$1.99,80,$9.99,3.5,6
"Duck Game",PS4,$5.19,60,$12.99,4.44,118
"Dungeon Rushers",PS4,$7.49,50,$14.99,3.6,5
"Dungeon Travelers 2: The Royal Library & The Monster Seal","PS Vita",$9.99,50,$19.99,4.9,151
"DYNASTY WARRIORS 8 Empires",PS4,$24.99,50,$49.99,4.46,835
"Earth Atlantis",PS4,$5.99,60,$14.99,4.86,7
"Eliosi's Hunt",PS4,$1.49,70,$4.99,2.57,23
"Elminage Original™",PSP,$2.99,80,$14.99,4.42,104
"Ender of Fire",PS4,$2.99,80,$14.99,2.67,412
"End Space",PS4,$5.99,70,$19.99,3.54,74
"Enemy Front",PS3,$3.99,90,$39.99,3.77,231
"ENSLAVED™: Odyssey to the West™ Premium Edition",PS3,$4.99,75,$19.99,4.73,391
"Euro Fishing: Foundry Dock",PS4,$5.49,50,$10.99,4.38,26
"Euro Fishing: Season Pass US Edition ",PS4,$12.49,50,$24.99,4.71,14
Evasion,PS4,$29.99,25,$39.99,4.11,28
"Eventide Collection",PS4,$17.99,50,$35.99,,
"EVERSPACE™ - Encounters",PS4,$5.99,40,$9.99,4.55,20
"Everybody's Golf: Pine Hills Golf Club",PS4,$3.24,50,$6.49,3.12,17
Expand,PS4,$2.99,50,$5.99,4.36,11
"Expand + Soundtrack Bundle",PS4,$3.99,60,$9.99,5,1
"Explosive Weapon Pack",PS4,$1.19,70,$3.99,4.51,378
"Fairy Fencer F",PS3,$3.99,60,$9.99,4.86,214
Farpoint,PS4,$7.99,60,$19.99,4.54,302
Fate/EXTELLA,"PS Vita",$17.99,40,$29.99,5,6
"Fear Effect Sedna",PS4,$4.99,75,$19.99,3.82,22
"Fenix Furia",PS4,$2.24,85,$14.99,4.32,19
"FIGHTING EX LAYER (Light Version)",PS4,$19.99,50,$39.99,4.77,39
"FINAL FANTASY TYPE-0™ HD",PS4,$9.99,50,$19.99,4.4,1567
"FINAL FANTASY® XIII-2",PS3,$7.49,50,$14.99,4.81,799
"FINAL FANTASY X/X-2 HD Remaster","PS Vita",$12.49,50,$24.99,4.88,1291
Flinthook,PS4,$7.49,50,$14.99,4.46,134
"Forgotton Anne",PS4,$13.99,30,$19.99,4.56,41
forma.8,PS4,$1.99,80,$9.99,3.91,950
Frantics,PS4,$9.99,50,$19.99,3.92,38
"French Supply Drop Bundle",PS4,$10.49,30,$14.99,,
"Frozen Synapse Prime","PS Vita",$1.99,90,$19.99,4.52,128
"Futuridium EP Deluxe",PS4,$1.99,80,$9.99,3.64,2178
"FU'UN SUPER COMBO™",PS4,$5.99,60,$14.99,4.56,122
"Gauntlet: Slayer Edition",PS4,$4.99,75,$19.99,4.29,12764
"Gem Smashers","PS Vita",$2.99,70,$9.99,5,1
"Gem Smashers",PS4,$3.89,70,$12.99,3,9
Ghostbusters™,PS4,$14.99,70,$49.99,3.78,133
"Goat Simulator DLC Bundle",PS4,$4.99,75,$19.99,3.76,42
"Goat Simulator: Waste of Space",PS4,$1.24,75,$4.99,4.39,933
"God of War: Ascension Ultimate Edition",PS3,$4.49,85,$29.99,,
"God of War®: Collection PS Vita","PS Vita",$2.24,85,$14.99,4.47,1440
"GOD WARS Future Past",PS4,$14.99,50,$29.99,4.44,52
"Gravity Rush™ Remastered",PS4,$8.99,70,$29.99,4.78,3955
"Grim Legends 3: The Dark City",PS4,$7.49,50,$14.99,4.38,8
"Grim Legends 3: The Dark City Deluxe",PS4,$9.99,50,$19.99,,
"Grim Legends Collection",PS4,$17.99,50,$35.99,4.5,2
"Guacamelee! Bundle Fantástico",PS3,$7.99,60,$19.99,4.69,167
"Guacamelee! - Costume Pack 1",PS3,$0.49,75,$1.99,4.93,104
"Guilty Gear Xrd REV 2",PS4,$15.99,60,$39.99,4.76,110
Gunjack,PS4,$2.49,50,$4.99,4.08,344
"Guns, Gore and Cannoli",PS4,$4.99,50,$9.99,4.55,1135
"Guns of Icarus Alliance: PS4™ Edition",PS4,$2.24,85,$14.99,4.42,43
"Hakuoki: Edo Blossoms","PS Vita",$7.99,80,$39.99,5,1
"Hakuoki: Kyoto Winds","PS Vita",$5.99,80,$29.99,5,2
"Hasbro Family Fun Pack",PS4,$15.99,60,$39.99,3.76,177
"Hatsune Miku: Project DIVA f","PS Vita",$11.99,20,$14.99,3.58,98
"Hatsune Miku: Project DIVA F 2nd","PS Vita",$15.99,20,$19.99,4.93,395
"Hatsune Miku: Project DIVA X","PS Vita",$19.79,34,$29.99,4.79,117
"Hatsune Miku: VR Future Live Season Pass",PS4,$19.99,50,$39.99,4.17,41
"Hazmat Suit Bundle",PS4,$2.99,40,$4.99,4.53,32
Headlander,PS4,$7.99,60,$19.99,4.53,429
"Heavy Rain",PS4,$11.99,60,$29.99,4.65,3609
"HELLDIVERS™ A New Hell Edition",PS4,$7.99,60,$19.99,4.52,23027
"HELLDIVERS™ SUPER-EARTH ULTIMATE EDITION",PS3,$15.99,60,$39.99,5,9
"Hero Defense",PS4,$11.99,60,$29.99,5,4
"Heroes of the Monkey Tavern",PS4,$3.99,60,$9.99,4.5,20
"Hidden Agenda",PS4,$4.99,50,$9.99,4.12,474
"HITMAN™ 2 - Gold Edition",PS4,$79.99,20,$99.99,4.79,43
"Horizon Chase Turbo - Soundtrack",PS4,$3.24,35,$4.99,4.5,4
"Hotel Transylvania 3 Monsters Overboard",PS4,$11.99,60,$29.99,3.75,8
Hue,PS4,$2.99,80,$14.99,4.41,1326
"Hunter's Legacy",PS4,$2.79,60,$6.99,4.19,31
"Hydrophobia: Prophecy",PS3,$0.49,75,$1.99,3.7,2794
"Hyperdimension Neptunia mk2",PS3,$3.99,60,$9.99,4.84,724
"Hyperdimension Neptunia ReBirth1","PS Vita",$5.99,70,$19.99,4.8,847
"Hyperdimension Neptunia ReBirth2","PS Vita",$5.99,70,$19.99,4.88,309
"Hyperdimension Neptunia Victory",PS3,$3.99,60,$9.99,4.88,671
"I am Bread",PS4,$3.89,70,$12.99,4.07,2672
INFERNIUM,PS4,$2.49,90,$24.99,3.88,8
"Inferno Pool",PS3,$0.74,75,$2.99,3.62,1086
Infinifactory,PS4,$12.49,50,$24.99,4.52,73
"Jak and Daxter: The Precursor Legacy®",PS3,$3.19,60,$7.99,4.81,1226
"Jak II",PS4,$5.99,60,$14.99,4.72,442
Jettomero,PS4,$5.84,55,$12.99,4.91,11
"Just Cause 3",PS4,$5.99,70,$19.99,4.4,24226
"Just Cause 3 - Rocket Launcher Sports Car",PS4,$0.59,70,$1.99,4.63,285
"Just Cause 4 - Digital Deluxe Edition",PS4,$52.49,25,$69.99,4.08,24
"Just Cause 4 - Standard Edition",PS4,$47.99,20,$59.99,3.66,143
"Just Dance® 2015",PS4,$11.99,60,$29.99,4.46,742
"Just Dance® 2017 Gold Edition",PS4,$19.99,60,$49.99,4.67,18
"Justice League VR: The Complete Experience",PS4,$5.99,40,$9.99,3.23,30
"Kane & Lynch 2: Dog Days",PS3,$2.99,80,$14.99,4.3,371
"Kane & Lynch 2: Dog Days Alliance Weapon Pack",PS3,$0.59,80,$2.99,4.68,145
"Kane & Lynch 2: Dog Days Multiplayer Masks Pack",PS3,$0.49,75,$1.99,4.51,122
"Kane & Lynch 2: Dog Days The Doggie Bag",PS3,$1.49,75,$5.99,4.67,146
"Ken Follett's The Pillars of the Earth",PS4,$11.99,70,$39.99,4.64,14
"KINGDOM HEARTS HD 2.8 FINAL CHAPTER PROLOGUE ",PS4,$41.99,30,$59.99,4.82,2215
"King Oddball",PS3,$1.49,70,$4.99,4.58,65
"Knowledge is Power",PS4,$4.99,50,$9.99,3.94,284
"Kyurinaga's Revenge",PS4,$2.99,70,$9.99,3.4,15
"LA Cops",PS4,$3.74,75,$14.99,3.87,361
"Lara Croft and the Guardian of Light",PS3,$2.99,80,$14.99,4.55,208
"Lara Croft and the Guardian of Light Challenge Pack 1",PS3,$0.69,80,$3.49,4.53,128
"Lara Croft and the Guardian of Light Challenge Pack 2",PS3,$0.69,80,$3.49,4.66,432
"Lara Croft and the Guardian of Light Challenge Pack 3",PS3,$0.69,80,$3.49,4.61,94
"Last Day of June",PS4,$7.99,60,$19.99,4.39,54
"LEGO® Batman™ 3: Beyond Gotham Deluxe Edition",PS4,$10.49,70,$34.99,4.59,300
"LEGO® Marvel Super Heroes 2",PS4,$17.99,70,$59.99,4.57,549
"LEGO® Star Wars™: The Force Awakens",PS4,$5.99,70,$19.99,4.59,1554
"Let's Sing 2018",PS4,$27.99,30,$39.99,3.67,3
"Let's Sing 2018 - Platinum Edition",PS4,$38.49,30,$54.99,,
"Letter Quest Remastered",PS4,$1.99,80,$9.99,4.16,534
"Lichdom: Battlemage",PS4,$5.99,80,$29.99,2.59,287
"Life is Strange: Before the Storm Deluxe Edition",PS4,$7.49,70,$24.99,4.82,320
"LIGHTNING RETURNS™:FINAL FANTASY® XIII",PS3,$9.99,50,$19.99,4.76,1170
Linelight,PS4,$2.99,70,$9.99,4.66,53
"Loading Human: Chapter 1",PS4,$9.99,75,$39.99,3.42,72
"London Bobby Briar Uniform Bundle",PS4,$2.99,40,$4.99,4.83,18
"Lost Sea",PS4,$2.99,80,$14.99,3.78,41
"Lovely Planet",PS4,$0.49,95,$9.99,4.1,52
"Magicka 2",PS4,$4.49,70,$14.99,4.31,10148
MAIZE,PS4,$4.99,75,$19.99,4.09,70
"Mamorukun Curse!",PS3,$1.49,70,$4.99,4.88,170
"Mantis Burn Racing",PS4,$4.49,70,$14.99,4.13,90
Marooners,PS4,$2.99,70,$9.99,3,5
"Mary Skelter: Nightmares","PS Vita",$7.99,80,$39.99,5,12
"Masquerada: Songs and Shadows",PS4,$5.99,70,$19.99,4.45,11
"Megadimension Neptunia VIIR",PS4,$17.99,70,$59.99,4.75,52
"MegaTagmension Blanc + Neptune VS Zombies","PS Vita",$5.99,70,$19.99,4.8,232
"MeiQ: Labyrinth of Death","PS Vita",$2.99,70,$9.99,4.63,24
"Metal Gear Online All Appeal Pack",PS3,$3.49,50,$6.99,5,3
"METAL GEAR ONLINE BASIC APPEAL PACK",PS3,$0.99,50,$1.99,5,2
"Metal Gear Online Basic Appeal Pack",PS4,$0.99,50,$1.99,4.78,32
"METAL GEAR ONLINE BATTLE APPEAL PACK",PS3,$0.99,50,$1.99,5,2
"Metal Gear Online Battle Appeal Pack",PS4,$0.99,50,$1.99,5,28
"METAL GEAR ONLINE COMPLETE BUNDLE",PS4,$5.49,50,$10.99,,
"METAL GEAR ONLINE DANCE APPEAL PACK",PS3,$0.99,50,$1.99,4.75,4
"Metal Gear Online Dance Appeal Pack",PS4,$0.99,50,$1.99,4.68,41
"METAL GEAR ONLINE HERO APPEAL PACK",PS3,$0.99,50,$1.99,4.75,4
"Metal Gear Online Hero Appeal Pack",PS4,$0.99,50,$1.99,4.92,25
"Metal Gear Solid 3: Snake Eater - HD Edition PS Vita","PS Vita",$3.74,75,$14.99,2.97,105
"Metal Gear Solid: Peace Walker - HD Edition",PS3,$4.99,75,$19.99,4.82,689
"METAL GEAR SOLID V: GROUND ZEROES",PS4,$4.99,75,$19.99,4.37,53147
"METAL GEAR SOLID V: THE PHANTOM Fatigues (All-Purpose Dryland)",PS3,$0.49,50,$0.99,4.78,9
"METAL GEAR SOLID V: THE PHANTOM PAIN - Adam-ska Special",PS4,$0.49,50,$0.99,4.73,251
"METAL GEAR SOLID V: THE PHANTOM PAIN - Adam-ska Special",PS3,$0.49,50,$0.99,4.47,70
"METAL GEAR SOLID V: THE PHANTOM PAIN - AM MRS-4 GOLD",PS4,$0.49,50,$0.99,4.81,265
"METAL GEAR SOLID V: THE PHANTOM PAIN - Bionic arm (Gold)",PS3,$0.49,50,$0.99,2.92,13
"METAL GEAR SOLID V: THE PHANTOM PAIN - Costume & Tack Pack",PS3,$2.49,50,$4.99,4.94,52
"METAL GEAR SOLID V: THE PHANTOM PAIN - Emblem 'VENOM SNAKE'",PS3,$0.49,50,$0.99,4.75,8
"METAL GEAR SOLID V: THE PHANTOM PAIN - Emblem 'VENOM SNAKE'",PS4,$0.49,50,$0.99,4.74,81
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Black Ocelot)",PS3,$0.49,50,$0.99,4.95,20
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Blue Urban)",PS3,$0.49,50,$0.99,4.67,61
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Blue Urban)",PS4,$0.49,50,$0.99,4.75,119
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Gray Urban)",PS4,$0.49,50,$0.99,4.43,60
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Gray Urban)",PS3,$0.49,50,$0.99,4.92,12
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Naked Snake)",PS3,$0.49,50,$0.99,4.71,34
"METAL GEAR SOLID V: THE PHANTOM PAIN - Fatigues (Naked Snake)",PS4,$0.49,50,$0.99,4.74,367
"METAL GEAR SOLID V: THE PHANTOM PAIN - Jumpsuit (EVA)",PS3,$0.49,50,$0.99,4.72,29
"METAL GEAR SOLID V: THE PHANTOM PAIN - Metal Gear Rex Helmet",PS3,$0.49,50,$0.99,4.33,6
"METAL GEAR SOLID V: THE PHANTOM PAIN - Mother Base Staff 3",PS4,$0.49,50,$0.99,4.86,88
"METAL GEAR SOLID V: THE PHANTOM PAIN - Mother Base Staff 4",PS3,$0.49,50,$0.99,4.88,8
"METAL GEAR SOLID V: THE PHANTOM PAIN - Mother Base Staff 4",PS4,$0.49,50,$0.99,4.8,136
"METAL GEAR SOLID V: THE PHANTOM PAIN - Parade Tack",PS4,$0.49,50,$0.99,4.43,90
"METAL GEAR SOLID V: THE PHANTOM PAIN - Tuxedo",PS3,$0.49,50,$0.99,4.92,24
"METAL GEAR SOLID V: THE PHANTOM PAIN - Western Tack",PS3,$0.49,50,$0.99,4.75,16
"METAL GEAR SOLID V: THE PHANTOM PAIN - Western Tack",PS4,$0.49,50,$0.99,4.53,120
"METAL SLUG 3","PS Vita",$5.99,60,$14.99,4.55,199
MINIT,PS4,$6.69,33,$9.99,4.67,46
Minutes™,PS4,$1.49,70,$4.99,3.96,52
"MLB® The Show™ 17 All Star Edition",PS4,$11.99,60,$29.99,,
"MLB® The Show™ 17 Digital Deluxe Edition",PS4,$23.99,60,$59.99,4.88,280
"Momodora: Reverie Under the Moonlight",PS4,$4.99,50,$9.99,4.75,430
"Monster Monpiece™","PS Vita",$2.99,70,$9.99,4.72,1041
"Moonfall Ultimate",PS4,$6.49,50,$12.99,4,7
MOTHERGUNSHIP,PS4,$12.49,50,$24.99,4.83,6
MotoGP™14,"PS Vita",$4.99,75,$19.99,4.01,123
"Motorcycle Club",PS4,$3.99,80,$19.99,2.91,106
"Mr. Shifty",PS4,$1.49,90,$14.99,4.25,12
"Mugen Souls",PS3,$3.99,60,$9.99,4.66,173
"Mugen Souls Z",PS3,$3.99,60,$9.99,4.62,304
Mulaka,PS4,$9.99,50,$19.99,4.39,18
"MURDERED: SOUL SUSPECT™",PS3,$1.49,90,$14.99,4.61,213
"NBA 2KVR Experience",PS4,$7.49,50,$14.99,2.89,74
"Nine Parchments",PS4,$4.99,75,$19.99,3.82,28
"NOBUNAGA'S AMBITION: Sphere of Influence - Ascension",PS4,$29.99,50,$59.99,4.57,51
"NOBUNAGA'S AMBITION: Taishi Deluxe Edition",PS4,$53.99,40,$89.99,4.5,2
"N Plus Plus (N++)",PS4,$7.49,50,$14.99,4.64,1030
"Nurse Love Addiction","PS Vita",$29.99,25,$39.99,4.75,4
"Oddworld: New 'n' Tasty",PS3,$4.99,75,$19.99,4.71,309
"Oddworld: New 'n' Tasty",PS4,$4.99,75,$19.99,4.36,15521
"Oh My Godheads",PS4,$8.99,40,$14.99,3,2
OlliOlli,PS3,$3.24,75,$12.99,4.39,1415
"OlliOlli2: Welcome to Olliwood",PS4,$3.74,75,$14.99,3.99,9178
"OlliOlli: Epic Combo Edition",PS4,$5.39,80,$26.99,5,1
"Overlord: Fellowship of Evil",PS4,$6.57,72,$23.49,3.51,346
Owlboy,PS4,$12.49,50,$24.99,4.42,43
"Pajama Bundle",PS4,$2.99,40,$4.99,4,4
"Peggle 2 Magical Masters Edition",PS4,$2.99,80,$14.99,4.77,218
"Persona®4 Arena™",PS3,$8.99,40,$14.99,4.76,1315
"Persona®4 Arena™ Ultimate Edition",PS3,$14.99,50,$29.99,4.73,104
"Personal Ballistic Shield (Gold)",PS3,$0.49,50,$0.99,5,4
"Personal Ballistic Shield (Gold)",PS4,$0.49,50,$0.99,4.83,36
"Personal Ballistic Shield (Olive Drab)",PS4,$0.49,50,$0.99,4.72,50
"Personal Ballistic Shield (Olive Drab)",PS3,$0.49,50,$0.99,4.43,7
"Personal Ballistic Shield (Silver)",PS3,$0.49,50,$0.99,4.68,34
"Personal Ballistic Shield (White)",PS4,$0.49,50,$0.99,4.83,36
"Personality and Psychology Premium",PS4,$3.59,60,$8.99,1.83,6
"Pierhead Arcade",PS4,$5.99,60,$14.99,4.05,21
"PixelJunk™ Monsters 2 Deluxe Edition",PS4,$10.99,50,$21.99,4.92,25
"PixelJunk Monsters: Ultimate HD","PS Vita",$1.49,85,$9.99,4.36,1570
"PixelJunk™ Nom Nom Galaxy",PS4,$2.24,85,$14.99,4,4455
"Pixel Piracy",PS4,$5.99,60,$14.99,2.94,552
"Pixel Ripped 1989",PS4,$12.49,50,$24.99,4.58,36
"Plague Inc: Evolved",PS4,$4.49,70,$14.99,4.56,598
"Plutobi : The Dwarf Planet Tales",PS4,$2.99,80,$14.99,5,1
"Poker Mega Pack",PS4,$13.49,70,$44.99,,
"Pool Nation ",PS3,$1.49,75,$5.99,4.54,112
"Power Bundle (2017)",PS4,$26.24,25,$34.99,4.21,48
"Prison Architect: Psych Ward DLC",PS4,$1.99,50,$3.99,4.11,103
"PRO EVOLUTION SOCCER 2019 DAVID BECKHAM EDITION",PS4,$34.99,50,$69.99,3.33,6
"Project CARS 2 Deluxe Edition",PS4,$44.99,50,$89.99,4.05,66
"Project CARS: Complete Edition",PS4,$19.99,50,$39.99,4.49,129
"Project Root","PS Vita",$2.49,75,$9.99,3.38,65
[PROTOTYPE™],PS4,$9.89,67,$29.99,4.55,1389
Prototype®2,PS4,$9.99,75,$39.99,4.69,1626
"Prototype Franchise Bundle",PS3,$9.99,75,$39.99,4.39,23
Pyre,PS4,$7.99,60,$19.99,4.57,169
"Raiden V: Director's Cut",PS4,$10.49,70,$34.99,4.88,25
"Rainbow Moon",PS3,$2.99,80,$14.99,4.71,358
"Rainbow Moon","PS Vita",$2.99,80,$14.99,4.47,1116
"Rainbow Skies",PS4,$14.99,50,$29.99,4.71,7
"Raining Coins",PS4,$2.39,60,$5.99,4,2
"Rain World",PS4,$7.99,60,$19.99,4.25,225
"Rasp Short-Barreled Shotgun (Gold)",PS3,$0.49,50,$0.99,5,3
"Ratchet & Clank®",PS3,$5.99,60,$14.99,4.8,507
