name,platform,price,discount,normal,rating,total
"Pinball FX3 - Star Wars™ Pinball: Balance of the Force",PS4,$3.99,60,$9.99,4.54,13
"Pinball FX3 - Williams™ Pinball: Volume 1",PS4,$6.99,30,$9.99,4.8,5
"Pinball FX3 - Zen Classics",PS4,$2.99,70,$9.99,4.82,11
Pinstripe,PS4,$9.74,35,$14.99,4.05,19
"PixelJunk™ Shooter Ultimate",PS4,$2.99,80,$14.99,4.11,14293
"PixelJunk™ Shooter Ultimate","PS Vita",$2.99,80,$14.99,4.53,1031
Poi,PS4,$2.99,70,$9.99,4.61,28
Prey,PS4,$17.99,40,$29.99,4.51,1636
"Prismatic Solid",PS4,$4.99,50,$9.99,4.04,92
"Project CARS",PS4,$9.99,50,$19.99,4.1,21
"Project Root",PS4,$2.49,75,$9.99,3.57,406
"Psychedelica of the Ashen Hawk","PS Vita",$15.99,60,$39.99,,
"Psychedelica of the Black Butterfly","PS Vita",$15.99,60,$39.99,,
Psychonauts,PS4,$1.99,80,$9.99,4.72,1561
"Punch Club",PS4,$0.99,90,$9.99,3.91,95
"Pure Hold'em World Poker Championship",PS4,$7.99,60,$19.99,1.65,5138
"Pure Pool Snooker Bundle",PS4,$3.44,70,$11.49,5,1
"PvZ GW2 - Frosty Standard Edition",PS4,$3.99,80,$19.99,4.36,965
Quiplash,PS4,$4.99,50,$9.99,4.5,335
"Radial-G : Racing Revolved",PS4,$5.99,60,$14.99,3.71,21
"Rainbow Skies",PS3,$14.99,50,$29.99,5,3
"Rainbow Skies","PS Vita",$14.99,50,$29.99,,
"Raw Data",PS4,$15.99,60,$39.99,4.45,158
"Rayman® Legends",PS4,$19.99,50,$39.99,4.63,9626
"Regalia: Of Men and Monarchs - Royal Edition",PS4,$16.24,35,$24.99,4.27,22
"Remothered: Tormented Fathers",PS4,$14.99,50,$29.99,4.46,54
"Revenant Dogma","PS Vita",$10.49,30,$14.99,,
"Revenant Dogma",PS4,$10.49,30,$14.99,3.86,7
Reverie,"PS Vita",$7.79,40,$12.99,,
"Riddled Corpses EX",PS4,$7.19,40,$11.99,4.73,11
"Riddled Corpses EX","PS Vita",$7.19,40,$11.99,5,1
"RiftStar Raiders",PS4,$13.99,30,$19.99,1.67,3
"Rise of the Tomb Raider: 20 Year Celebration",PS4,$11.99,80,$59.99,4.68,2627
"Risk of Rain","PS Vita",$2.49,75,$9.99,4.83,458
"Road Rage",PS4,$5.99,80,$29.99,2.49,72
"Rocket League® - Hot Wheels® Triple Threat DLC Pack",PS4,$2.99,50,$5.99,4.04,106
"Rogue Aces","PS Vita",$3.89,70,$12.99,4,1
"Rogue Legacy","PS Vita",$4.24,75,$16.99,4.63,1365
"Rogue Legacy",PS3,$4.24,75,$16.99,4.59,1072
Roundabout,"PS Vita",$1.99,80,$9.99,4.4,10
Roundabout,PS4,$1.99,80,$9.99,4.09,512
"RTK13: Fame and Strategy Expansion Pack Bundle",PS4,$34.99,50,$69.99,3.54,26
Runbow,PS4,$8.99,40,$14.99,2.5,2
"SAMURAI SHODOWN VI™",PS4,$5.99,60,$14.99,4.55,243
"SAMURAI SHODOWN V SPECIAL",PS4,$5.99,60,$14.99,4.7,205
"Serial Cleaner",PS4,$2.99,80,$14.99,3.55,20
"Serial Cleaner + Official Soundtrack Bundle",PS4,$3.99,80,$19.99,,
"Shadow of the Tomb Raider",PS4,$29.99,50,$59.99,4.46,287
"Shadow of the Tomb Raider - Season Pass",PS4,$20.09,33,$29.99,4.48,378
"Shadow Tactics: Blades of the Shogun",PS4,$14.99,70,$49.99,4.33,331
"Shikamaru's Tale Extra Scenario Pack",PS4,$4.99,50,$9.99,4.73,2365
"SHINY - A Robotic Adventure",PS4,$2.99,80,$14.99,2.5,2
"Shovel Knight: Treasure Trove",PS3,$19.99,20,$24.99,4.92,450
"Shovel Knight: Treasure Trove","PS Vita",$19.99,20,$24.99,4.86,823
"Shovel Knight: Treasure Trove",PS4,$19.99,20,$24.99,4.81,7286
"Skullgirls 2nd Encore","PS Vita",$7.49,70,$24.99,4.83,263
"Skullgirls 2nd Encore",PS4,$7.49,70,$24.99,4.84,3373
Skyhill,PS4,$15.99,20,$19.99,5,1
"Slain: Back from Hell","PS Vita",$2.99,80,$14.99,4.59,39
"Slayaway Camp: Butcher's Cut - Deluxe Edition ",PS4,$3.74,85,$24.99,4,6
"Sleeping Dogs™ Definitive Edition",PS4,$4.49,85,$29.99,4.61,7439
"Slender: The Arrival",PS4,$1.49,85,$9.99,4.46,5139
"Sniper Ghost Warrior 3 Season Pass Edition ",PS4,$13.99,65,$39.99,3.72,777
"Soul Axiom",PS4,$2.39,80,$11.99,3.69,52
"South Park™: The Fractured but Whole™",PS4,$17.99,70,$59.99,4.41,805
"South Park™: The Stick of Truth™",PS4,$14.99,50,$29.99,4.71,273
"Starlink: Battle for Atlas Collection 1 Pack",PS4,$29.99,50,$59.99,3,2
"Star Ocean®: The Last Hope - 4K and Full HD Remaster",PS4,$10.49,50,$20.99,4.69,216
Statik,PS4,$7.99,60,$19.99,4.29,627
"Steel Rats™",PS4,$9.99,50,$19.99,5,3
"Steel Rats™ Deluxe Edition",PS4,$11.99,50,$23.99,5,1
"Stick it to the Man™",PS4,$1.59,80,$7.99,3.75,17825
"Strange Brigade Digital Deluxe Edition",PS4,$39.99,50,$79.99,5,15
"Styx: Master of Shadows",PS4,$7.49,75,$29.99,3.98,14239
"Styx: Master of Shadows + Styx: Shards of Darkness",PS4,$14.99,75,$59.99,4.5,14
"Sundered®: Eldritch Edition",PS4,$4.99,75,$19.99,4.23,378
"Super Blackjack Battle II - Turbo Edition - The Card Warriors",PS4,$5.59,30,$7.99,,
"Super Motherload",PS4,$2.99,80,$14.99,4.21,1987
"Surf World Series",PS4,$8.99,40,$14.99,4,30
"Sword Art Online: Lost Song",PS4,$14.99,75,$59.99,4.64,3527
"Taiko no Tatsujin: Drum Session!",PS4,$24.99,50,$49.99,5,20
"Tales From Space: Mutant Blobs Attack","PS Vita",$1.59,80,$7.99,4.71,6026
"Talisman: Digital Edition",PS4,$7.49,75,$29.99,4.42,131
Teslagrad,PS4,$1.49,90,$14.99,4.06,2036
"Tetris® Ultimate",PS4,$3.99,60,$9.99,4.1,3752
"That's You!",PS4,$4.99,50,$9.99,4.01,3225
"The Bridge","PS Vita",$1.89,81,$9.99,4.26,62
"The Crew® 2 Gold Edition",PS4,$39.99,60,$99.99,4.52,87
"The Elder Scrolls® Online: Collection",PS4,$39.99,50,$79.99,4.5,36
"The Elder Scrolls® Online: Summerset™",PS4,$19.99,50,$39.99,4.18,39
"The Elder Scrolls V: Skyrim® VR",PS4,$29.99,50,$59.99,4.6,957
"The Escapists",PS4,$4.99,75,$19.99,4.51,3880
"The Escapists 2",PS4,$9.99,50,$19.99,4.67,882
"The FMV Bundle",PS4,$17.99,50,$35.99,5,1
"The Gardens Between",PS4,$11.99,40,$19.99,4.68,19
"THE KING OF FIGHTERS 2000",PS4,$3.99,60,$9.99,4.62,1314
"THE KING OF FIGHTERS™ COLLECTION: THE OROCHI SAGA",PS4,$5.99,60,$14.99,4.32,25
"The King of Fighters XIV",PS4,$15.99,60,$39.99,4.74,1322
"The Longest Five Minutes","PS Vita",$23.99,40,$39.99,,
"The Long Journey Home",PS4,$31.99,20,$39.99,2.67,3
"The Path of Motus Deluxe Edition",PS4,$9.89,45,$17.99,,
"THE QUIET MAN™",PS4,$10.49,30,$14.99,2.71,17
"The Shapeshifting Detective",PS4,$9.09,30,$12.99,5,6
"The Sims™ 4 Deluxe Party Edition",PS4,$12.49,75,$49.99,4.79,580
"The Surge - Augmented Edition",PS4,$20.99,65,$59.99,4,6
"The Swindle","PS Vita",$2.99,80,$14.99,3.76,168
"The Witch and the Hundred Knight Wicked Bundle",PS4,$27.99,60,$69.99,5,3
"The Witcher 3: Wild Hunt – Hearts of Stone",PS4,$4.99,50,$9.99,4.86,6829
"Time Recoil","PS Vita",$4.19,70,$13.99,4,1
"Time Recoil",PS4,$4.19,70,$13.99,4.67,3
"Tiny Brains",PS4,$1.99,80,$9.99,4.03,1151
"Tom Clancy's Rainbow Six® Siege Complete Edition",PS4,$38.99,70,$129.99,,
Toro,PS4,$0.89,70,$2.99,3.3,93
TorqueL,PS4,$4.99,50,$9.99,3.44,381
TorqueL,"PS Vita",$4.99,50,$9.99,3.95,66
"Touhou Genso Wanderer",PS4,$20.99,30,$29.99,5,5
"Touhou Genso Wanderer Reloaded",PS4,$24.99,50,$49.99,4.75,4
"Toukiden: Kiwami",PS4,$23.99,60,$59.99,4.7,1467
"Tour de France 2018",PS4,$19.99,60,$49.99,,
"Tricky Towers",PS4,$4.49,70,$14.99,3.83,6140
"UbiArt Game Bundle",PS4,$17.99,55,$39.99,4.96,25
"Uncanny Valley",PS4,$2.59,80,$12.99,3.86,1251
"Uncanny Valley","PS Vita",$2.59,80,$12.99,4.61,107
"UNCHARTED The Nathan Drake Collection",PS4,$15.99,20,$19.99,4.66,23356
"Unearthing Mars 2: The Ancient War",PS4,$15.99,20,$19.99,3.42,12
"Utawarerumono: Mask of Deception",PS4,$14.99,50,$29.99,4.26,34
"Utawarerumono: Mask of Deception and Truth Bundle","PS Vita",$24.99,50,$49.99,,
"Valiant Hearts: The Great War™",PS4,$6.74,55,$14.99,4.64,31673
"Valthirian Arc: Hero School Story",PS4,$12.74,15,$14.99,3.8,15
"V-Rally 4",PS4,$35.99,40,$59.99,3.8,5
"V-Rally 4 Season Pass",PS4,$16.24,35,$24.99,1.5,2
"V-Rally 4 Ultimate Edition ",PS4,$50.39,37,$79.99,5,3
"Waking Violet","PS Vita",$4.19,40,$6.99,,
"Wales Interactive VR Bundle",PS4,$11.99,60,$29.99,5,2
"Warface: Collector's Starter Pack",PS4,$52.49,30,$74.99,,
"Warface: Engineer Starter pack",PS4,$17.49,30,$24.99,,
"Warface: Medic Starter pack",PS4,$17.49,30,$24.99,,
"Warface: Rifleman Starter pack",PS4,$17.49,30,$24.99,,
"Warface: Sniper Starter pack",PS4,$17.49,30,$24.99,,
"Warface: Winter Holidays Pack",PS4,$11.99,20,$14.99,,
"Warhammer 40,000: Inquisitor - Martyr",PS4,$35.99,40,$59.99,4.2,70
"Warhammer 40,000: Inquisitor - Martyr | Deluxe edition",PS4,$40.94,37,$64.99,5,3
"WARRIORS OROCHI 4",PS4,$47.99,20,$59.99,4.44,16
"WARRIORS OROCHI 4 Deluxe Edition",PS4,$71.99,20,$89.99,5,5
"WARRIORS OROCHI 4: Season Pass",PS4,$23.99,20,$29.99,4.74,35
"Watch Dogs 2 - Gold Edition",PS4,$29.99,70,$99.99,4.76,706
"Wheel of Fortune®",PS4,$12.99,35,$19.99,3.91,82
"Wizard of Legend",PS4,$11.19,30,$15.99,4.63,86
"Wolfenstein® II: The New Colossus™",PS4,$19.79,67,$59.99,4.49,736
"World of Tanks - Rival Team Up Mega",PS4,$49.19,40,$81.99,,
"World of Tanks - War Storyteller VI Mega",PS4,$38.39,40,$63.99,,
"World to the West",PS4,$24.99,0,,5,4
"Xenon Valkyrie+","PS Vita",$4.99,50,$9.99,5,2
"X-Morph: Defense",PS4,$7.99,60,$19.99,4.34,32
"X-Morph: Defense Digital Deluxe Edition",PS4,$9.99,60,$24.99,3,1
"X-Morph: Defense Last Bastion",PS4,$1.99,60,$4.99,5,1
"Yakuza Kiwami 2",PS4,$34.99,30,$49.99,4.97,123
"Yu-Gi-Oh! Legacy of the Duelist",PS4,$7.99,60,$19.99,4.68,2211
"Zeus Quest Remastered",PS4,$3.59,60,$8.99,5,2
ZOMBI,PS4,$6.99,65,$19.99,4.18,20378
